Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,,,,,,
6,"Shikha Gupta, Mohit Agarwal, Satbir Jain",Automated Genre Classification of Books Using Machine Learning and Natural Language Processing,2019,"2019 9th International Conference on Cloud Computing, Data Science &amp; Engineering (Confluence)",IEEE,http://xplorestaging.ieee.org/ielx7/8767138/8776606/08776935.pdf?arnumber=8776935,,585,5/14/2024 20:15,proceedings-article,10.1109/confluence.2019.8776935,,,,,,,6,1.2,2,3,5,,,,,,,,,
6,"Marcin Pietron, Michal Karwatowski, Maciej Wielgosz, Jerzy Duda",Fast Compression and Optimization of Deep Learning Models for Natural Language Processing,2019,2019 Seventh International Symposium on Computing and Networking Workshops (CANDARW),IEEE,http://xplorestaging.ieee.org/ielx7/8945148/8951516/08951639.pdf?arnumber=8951639,,586,5/14/2024 20:15,proceedings-article,10.1109/candarw.2019.00036,,,,,,,6,1.2,2,4,5,,,,,,,,,
6,Fangfang Pan,Dual quantum B-algebras,2019,Soft Computing,Springer Science and Business Media LLC,http://link.springer.com/content/pdf/10.1007/s00500-018-03708-3.pdf,,587,5/14/2024 20:15,journal-article,10.1007/s00500-018-03708-3,1432-7643,,23,16,6813,6817,6,1.2,6,1,5,,,,,,,,,
6,Fangfang Pan,Dual quantum B-algebras,2019,Soft Computing,Springer Science and Business Media LLC,http://link.springer.com/content/pdf/10.1007/s00500-018-03708-3.pdf,,588,5/14/2024 20:15,journal-article,10.1007/s00500-018-03708-3,1432-7643,,23,16,6813,6817,6,1.2,6,1,5,,,,,,,,,
6,"Reshma Banu, Anand M., Akshatha Kamath C., Ashika S., H.S. Ujwala, Harshitha S.N.",Detecting Phishing Attacks Using Natural Language Processing And Machine Learning,2019,2019 International Conference on Intelligent Computing and Control Systems (ICCS),IEEE,http://xplorestaging.ieee.org/ielx7/9046169/9065289/09065490.pdf?arnumber=9065490,,589,5/14/2024 20:15,proceedings-article,10.1109/iccs45141.2019.9065490,,,,,,,6,1.2,1,6,5,,,,,,,,,
2,"Rishabh Bhardwaj, Amrita Saha, Steven C.H. Hoi, Soujanya Poria",Vector-Quantized Input-Contextualized Soft Prompts for Natural Language Understanding,2022,Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing,Association for Computational Linguistics,http://dx.doi.org/10.18653/v1/2022.emnlp-main.455,,590,5/14/2024 20:15,proceedings-article,10.18653/v1/2022.emnlp-main.455,,,,,,,2,1,1,4,2,,,,,,,,,
3,"Minghuan Tan, Jing Jiang",Does BERT Understand Idioms? A Probing-Based Empirical Study of BERT Encodings of Idioms,2021,Proceedings of the Conference Recent Advances in Natural Language Processing - Deep Learning for Natural Language Processing Methods and Applications,"INCOMA Ltd. Shoumen, BULGARIA",http://dx.doi.org/10.26615/978-954-452-072-4_156,,591,5/14/2024 20:15,proceedings-article,10.26615/978-954-452-072-4_156,,,,,,,3,1,2,2,3,,,,,,,,,
1,Ray-Ming Chen,A rough-set and AI based approach for hierarchical cognitive processing of perceptions,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623001618,,592,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110143,1568-4946,,136,,110143,110143,1,1,1,1,1,,,,,,,,,
2,Tao Long,Key algorithms of digital signal processing based on microwave photonic link and soft computing models,2022,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-022-07090-z.pdf,,593,5/14/2024 20:15,journal-article,10.1007/s00500-022-07090-z,1432-7643,,26,23,13177,13192,2,1,2,1,2,,,,,,,,,
3,"Suhashini Chaurasia, Swati Sherekar, Vilas Thakare",Twitter Sentiment Analysis using Natural Language Processing,2021,2021 International Conference on Computational Intelligence and Computing Applications (ICCICA),IEEE,http://xplorestaging.ieee.org/ielx7/9697106/9697113/09697136.pdf?arnumber=9697136,,594,5/14/2024 20:15,proceedings-article,10.1109/iccica52458.2021.9697136,,,,,,,3,1,1,3,3,,,,,,,,,
1,"Jawid Ahmad Baktash, Mursal Dawodi, Mohammad Zarif, Nematullah Hassanzada",TUNING TRADITIONAL LANGUAGE PROCESSING APPROACHES FOR PASHTO TEXT CLASSIFICATION,2023,International Journal on Natural Language Computing,Academy and Industry Research Collaboration Center (AIRCC),http://dx.doi.org/10.5121/ijnlc.2023.12205,,595,5/14/2024 20:15,journal-article,10.5121/ijnlc.2023.12205,2319-4111,,12,2,53,66,1,1,0,4,1,"Today text classification becomes critical task for concerned individuals for numerous purposes. Hence, several researches have been conducted to develop automatic text classification for national and international languages. However, the need for an automatic text categorization system for local languages is felt. The main aim of this study is to establish a Pashto automatic text classification system. In order to pursue this work, we built a Pashto corpus which is a collection of Pashto documents due to the unavailability of public datasets of Pashto text documents. Besides, this study compares several models containing both statistical and neural network machine learning techniques including Multilayer Perceptron (MLP), Support Vector Machine (SVM), K Nearest Neighbor (KNN), decision tree, gaussian naïve Bayes, multinomial naïve Bayes, random forest, and logistic regression to discover the most effective approach. Moreover, this investigation evaluates two different feature extraction methods including unigram, and Time Frequency Inverse Document Frequency (IFIDF). Subsequently, this research obtained average testing accuracy rate 94% using MLP classification algorithm and TFIDF feature extraction method in this context.",,,,,,,,
1,"Chenglin Xu, Guohui Zhu, Qianwen Yang",Cache allocation Algorithm of 5G Core Network Slicing Based on Soft Migration Actor Critic*,2023,2023 5th International Conference on Natural Language Processing (ICNLP),IEEE,http://xplorestaging.ieee.org/ielx7/10236601/10236606/10236792.pdf?arnumber=10236792,,596,5/14/2024 20:15,proceedings-article,10.1109/icnlp58431.2023.00070,,,,,,,1,1,0,3,1,,,,,,,,,
2,"Bing-Chuan Wang, Zhi-Zhong Liu, Wu Song",Solving constrained optimization problems via multifactorial evolution,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622005348,,597,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109392,1568-4946,,127,,109392,109392,2,1,1,3,2,,,,,,,,,
5,"Zhao Qilu, Li Zongmin, Dong Junyu",Unsupervised representation learning with Laplacian pyramid auto-encoders,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619306325,,598,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105851,1568-4946,,85,,105851,105851,5,1,2,3,5,,,,,,,,,
1,"Linfei Yin, Dongduan Liu",Quantum parallel model predictive control for grid-connected solid oxide fuel cells,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623001758,,599,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110157,1568-4946,,137,,110157,110157,1,1,1,2,1,,,,,,,,,
2,"Yanya Xing, Dongxi Li, Chenlong Li",Time series prediction via elastic net regularization integrating partial autocorrelation,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622006895,,600,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109640,1568-4946,,129,,109640,109640,2,1,1,3,2,,,,,,,,,
1,"Fuhan Yan, Kai Di",Solving the Multi-robot task allocation with functional tasks based on a hyper-heuristic algorithm,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623006464,,601,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110628,1568-4946,,146,,110628,110628,1,1,1,2,1,,,,,,,,,
1,"Zhiyong Hu, Mingwen Shao, Weizhi Wu, Leijun Li",Knowledge acquisition of multi-granularity ordered information systems,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623006920,,602,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110674,1568-4946,,146,,110674,110674,1,1,0,4,1,,,,,,,,,
2,"P. Mohana, M. Muthuvinayagam, P. Umasankar, T. Muthumanickam",Automation using Artificial intelligence based Natural Language processing,2022,2022 6th International Conference on Computing Methodologies and Communication (ICCMC),IEEE,http://xplorestaging.ieee.org/ielx7/9752772/9753686/09754028.pdf?arnumber=9754028,,603,5/14/2024 20:15,proceedings-article,10.1109/iccmc53470.2022.9754028,,,,,,,2,1,1,4,2,,,,,,,,,
1,"Zhiyong Hu, Mingwen Shao, Weizhi Wu, Leijun Li",Knowledge acquisition of multi-granularity ordered information systems,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623006920,,604,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110674,1568-4946,,146,,110674,110674,1,1,0,4,1,,,,,,,,,
3,"Jianfeng Qiu, Xiaoshu Xiang, Chao Wang, Xingyi Zhang",A multi-objective feature selection approach based on chemical reaction optimization,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621007158,,605,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107794,1568-4946,,112,,107794,107794,3,1,1,4,3,,,,,,,,,
4,"Jiayu Liang, Jixiang Wen, Zhe Wang, Jianming Wang",Evolving semantic object segmentation methods automatically by genetic programming from images and image processing operators,2020,Soft Computing,Springer Science and Business Media LLC,http://link.springer.com/content/pdf/10.1007/s00500-020-04713-1.pdf,,606,5/14/2024 20:15,journal-article,10.1007/s00500-020-04713-1,1432-7643,,24,17,12887,12900,4,1,1,4,4,,,,,,,,,
1,"Hao Zhang, Yixiang Sun, Zenghui Liu, Qiyuan Liu, Xiyao Liu, Ming Jiang, Gerald Schafer, Hui Fang",Heterogeneous attention based transformer for sign language translation,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623005446,,607,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110526,1568-4946,,144,,110526,110526,1,1,0,8,1,,,,,,,,,
5,"Yonghong Huang, Huan Zang, Xiaodong Cheng, Hongsheng Wu, Jueyou Li",Data-driven soft sensor for animal cell suspension culture process based on DRVM,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494618307294,,608,5/14/2024 20:15,journal-article,10.1016/j.asoc.2018.09.043,1568-4946,,77,,34,40,5,1,1,5,5,,,,,,,,,
3,"Fuyuan Cao, Xiaolin Wu, Liqin Yu, Jiye Liang",An outlier detection algorithm for categorical matrix-object data,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621001058,,609,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107182,1568-4946,,104,,107182,107182,3,1,1,4,3,,,,,,,,,
3,"Qing Shen, Jungang Lou, Xiongtao Zhang, Yunliang Jiang",Failure prediction by regularized fuzzy learning with intelligent parameters selection,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620308905,,610,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106952,1568-4946,,100,,106952,106952,3,1,1,4,3,,,,,,,,,
2,"Weifeng Gao, Qianlong Dang, Maoguo Gong",An adaptive framework to select the coordinate systems for evolutionary algorithms,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849462200638X,,611,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109585,1568-4946,,129,,109585,109585,2,1,1,3,2,,,,,,,,,
1,"Guoping Lin, Linlin Xie, Jinjin Li, Jinkun Chen, Yi Kou",Local double quantitative fuzzy rough sets over two universes,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623005744,,612,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110556,1568-4946,,145,,110556,110556,1,1,0,5,1,,,,,,,,,
4,"Xiaoqian Qin, Dakun Liu, Bin Gui, Dong Wang",New metric learning model using statistical inference for kinship verification,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849462030507X,,613,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106569,1568-4946,,95,,106569,106569,4,1,1,4,4,,,,,,,,,
2,"Xu Wang, Yuqiao Zeng, Yi Jin, Yigang Cen, Baifu Liu, Shaohua Wan",RS-TNet: point cloud transformer with relation-shape awareness for fine-grained 3D visual processing,2022,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-022-07543-5.pdf,,614,5/14/2024 20:15,journal-article,10.1007/s00500-022-07543-5,1432-7643,,27,2,1005,1013,2,1,0,6,2,,,,,,,,,
4,"Machhirke Vinodkumar Sadhuram, Aparna Soni",Natural Language Processing based New Approach to Design Factoid Question Answering System,2020,2020 Second International Conference on Inventive Research in Computing Applications (ICIRCA),IEEE,http://xplorestaging.ieee.org/ielx7/9169741/9182787/09182972.pdf?arnumber=9182972,,615,5/14/2024 20:15,proceedings-article,10.1109/icirca48905.2020.9182972,,,,,,,4,1,2,2,4,,,,,,,,,
5,"Shuai Fu, Nizar Bouguila",A soft computing model based on asymmetric Gaussian mixtures and Bayesian inference,2019,Soft Computing,Springer Science and Business Media LLC,http://link.springer.com/content/pdf/10.1007/s00500-019-04238-2.pdf,,616,5/14/2024 20:15,journal-article,10.1007/s00500-019-04238-2,1432-7643,,24,7,4841,4853,5,1,3,2,5,,,,,,,,,
1,"Mengxue Jia, Sanyang Liu, Yiguang Bai",Auto weighted robust dual graph nonnegative matrix factorization for multiview clustering,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623007202,,617,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110702,1568-4946,,146,,110702,110702,1,1,0,3,1,,,,,,,,,
1,"Yanpeng Qi, Chen Pang, Yiliang Liu, Lei Lyu",Multi-stream Global–Local Motion Fusion Network for skeleton-based action recognition,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623005549,,618,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110536,1568-4946,,145,,110536,110536,1,1,0,4,1,,,,,,,,,
1,"Jinhua Zheng, Bo Zhang, Juan Zou, Shengxiang Yang, Yaru Hu",A dynamic multi-objective evolutionary algorithm based on Niche prediction strategy,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623003770,,619,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110359,1568-4946,,142,,110359,110359,1,1,0,5,1,,,,,,,,,
1,"Kyle Jorgensen, Haohong Wang, Mea Wang",From Screenplay to Screen: A Natural Language Processing Approach to Animated Film Making,2023,"2023 International Conference on Computing, Networking and Communications (ICNC)",IEEE,http://xplorestaging.ieee.org/ielx7/10073968/10073976/10074526.pdf?arnumber=10074526,,620,5/14/2024 20:15,proceedings-article,10.1109/icnc57223.2023.10074526,,,,,,,1,1,0,3,1,,,,,,,,,
1,"Jinlong Li, Ruonan Li, Lunhui Xu",Multi-stage deep residual collaboration learning framework for complex spatial–temporal traffic data imputation,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623008323,,621,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110814,1568-4946,,147,,110814,110814,1,1,0,3,1,,,,,,,,,
1,"Yingcong Wang, Chengcheng Sui, Chi Liu, Junwei Sun, Yanfeng Wang",Chicken swarm optimization with an enhanced exploration–exploitation tradeoff and its application,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-07990-8.pdf,,622,5/14/2024 20:15,journal-article,10.1007/s00500-023-07990-8,1432-7643,,27,12,8013,8028,1,1,0,5,1,,,,,,,,,
2,"Jian Yang, Yuhui Shi",Automatic synthesizing multi-robot cooperation strategies based on Brain Storm Robotics,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622001466,,623,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.108672,1568-4946,,120,,108672,108672,2,1,1,2,2,,,,,,,,,
1,"Marco Arazzi, Marco Ferretti, Antonino Nocera",Semantic Hierarchical Indexing for Online Video Lessons Using Natural Language Processing,2023,Big Data and Cognitive Computing,MDPI AG,https://www.mdpi.com/2504-2289/7/2/107/pdf,,624,5/14/2024 20:15,journal-article,10.3390/bdcc7020107,2504-2289,,7,2,107,107,1,1,0,3,1,"Huge quantities of audio and video material are available at universities and teaching institutions, but their use can be limited because of the lack of intelligent search tools. This paper describes a possible way to set up an indexing scheme that offers a smart search modality, that combines semantic analysis of video/audio transcripts with the exact time positioning of uttered words. The proposal leverages NLP methods for topic modeling with lexical analysis of lessons’ transcripts and builds a semantic hierarchical index into the corpus of lessons analyzed. Moreover, using abstracting summarization, the system can offer short summaries on the subject semantically implied by the search carried out.",,,,,,,,
3,"Gang Xin, Peng Wang",Exploring superposition state in multi-scale quantum harmonic oscillator algorithm,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621003215,,625,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107398,1568-4946,,107,,107398,107398,3,1,2,2,3,,,,,,,,,
2,"Mengyang Zhang, Guohui Tian, Huanbing Gao, Shaopeng Liu, Ying Zhang",Multimodal feature fusion and exploitation with dual learning and reinforcement learning for recipe generation,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622004781,,626,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109281,1568-4946,,126,,109281,109281,2,1,0,5,2,,,,,,,,,
1,"Qingyu Yao, Luming Zhang, Wenguang Zheng, Yuxi Zhou, Yingyuan Xiao",Multi-scale SE-residual network with transformer encoder for myocardial infarction classification,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623009377,,627,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110919,1568-4946,,149,,110919,110919,1,1,0,5,1,,,,,,,,,
1,Qiuyan Zhu,Empowering language learning through IoT and big data: an innovative English translation approach,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-08850-1.pdf,,628,5/14/2024 20:15,journal-article,10.1007/s00500-023-08850-1,1432-7643,,27,17,12725,12740,1,1,1,1,1,,,,,,,,,
5,"Xiaoqian Qin, Dakun Liu, Dong Wang",Social relationships classification using social contextual features and SVDD-based metric learning,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619300316,,629,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.01.027,1568-4946,,77,,344,355,5,1,2,3,5,,,,,,,,,
2,"Vindhya Vasini K, Tejasvi K, Pravallika K, Ch. Nanda Krishna",A Natural Language Processing based Intelligent Bot Application,2022,2022 International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),IEEE,http://xplorestaging.ieee.org/ielx7/9760735/9760712/09760998.pdf?arnumber=9760998,,630,5/14/2024 20:15,proceedings-article,10.1109/icscds53736.2022.9760998,,,,,,,2,1,1,4,2,,,,,,,,,
1,Qiuyan Zhu,Empowering language learning through IoT and big data: an innovative English translation approach,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-08850-1.pdf,,631,5/14/2024 20:15,journal-article,10.1007/s00500-023-08850-1,1432-7643,,27,17,12725,12740,1,1,1,1,1,,,,,,,,,
2,"Vindhya Vasini K, Tejasvi K, Pravallika K, Ch. Nanda Krishna",A Natural Language Processing based Intelligent Bot Application,2022,2022 International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),IEEE,http://xplorestaging.ieee.org/ielx7/9760735/9760712/09760998.pdf?arnumber=9760998,,632,5/14/2024 20:15,proceedings-article,10.1109/icscds53736.2022.9760998,,,,,,,2,1,1,4,2,,,,,,,,,
3,"Jincai Huang, Jianbo Tang",Discovery of arbitrarily shaped significant clusters in spatial point data with noise,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621003756,,633,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107452,1568-4946,,108,,107452,107452,3,1,2,2,3,,,,,,,,,
1,Aqin Deng,Database task processing optimization based on performance evaluation and machine learning algorithm,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-08111-1.pdf,,634,5/14/2024 20:15,journal-article,10.1007/s00500-023-08111-1,1432-7643,,27,10,6811,6821,1,1,1,1,1,,,,,,,,,
1,"Cui Shang, Runtong Zhang, Xiaomin Zhu",An adaptive consensus model in large-scale group decision making with noncooperative and compromising behaviors,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623009626,,635,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110944,1568-4946,,149,,110944,110944,1,1,0,3,1,,,,,,,,,
1,Xin Jin,Application of machine vision based on genetic algorithm in image painting style method and image processing optimization,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-08408-1.pdf,,636,5/14/2024 20:15,journal-article,10.1007/s00500-023-08408-1,1432-7643,,,,,,1,1,1,1,1,,,,,,,,,
1,"Anran Cao, Hao Sun, Ziyu Hu, Pengfei Chen, Zhiwei Zhao",Quantile-guided multi-strategy algorithm for dynamic multiobjective optimization,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622009413,,637,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109892,1568-4946,,133,,109892,109892,1,1,0,5,1,,,,,,,,,
1,"Alessandra Corneli, Francesco Spegni, Berardo Naticchia, Leonardo Binni, Leonardo Messi",Natural language processing for construction sites management,2023,Computing in Construction,European Council for Computing in Construction,http://dx.doi.org/10.35490/ec3.2023.272,,638,5/14/2024 20:15,proceedings-article,10.35490/ec3.2023.272,2684-1150,,,,,,1,1,0,5,1,,,,,,,,,
3,Xiao Long Xin,Pseudo-EQ-algebras,2021,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-021-06524-4.pdf,,639,5/14/2024 20:15,journal-article,10.1007/s00500-021-06524-4,1432-7643,,26,3,1085,1099,3,1,3,1,3,,,,,,,,,
1,"Jing Zhou, Yu Liu",Possibilistic chance-constrained data envelopment analysis framework for failure modes and effects analysis,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623008487,,640,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110830,1568-4946,,147,,110830,110830,1,1,1,2,1,,,,,,,,,
4,"Xiangpeng Xie, Hongfu Xie, Dong Yue, Chen Peng",Enhanced multi-instant fuzzy switching control of nonlinear system with unreliable communication channels,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620305731,,641,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106635,1568-4946,,96,,106635,106635,4,1,1,4,4,,,,,,,,,
3,"Xiwen Tao, Wenqi Jiang",Automatically interactive group VIKOR decision making mechanism based on BSO-SNA,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621009017,,642,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107979,1568-4946,,113,,107979,107979,3,1,2,2,3,,,,,,,,,
1,"Yuxin Zhong, Hongjun Wang, Wenlu Yang, Luqing Wang, Tianrui Li",Multi-objective genetic model for co-clustering ensemble,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623000765,,643,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110058,1568-4946,,135,,110058,110058,1,1,0,5,1,,,,,,,,,
1,"Yigui Feng, Yemei Qin, Shen Zhao",Correlation-split and Recombination-sort Interaction Networks for air quality forecasting,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623005628,,644,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110544,1568-4946,,145,,110544,110544,1,1,0,3,1,,,,,,,,,
1,"Kunlun Han, Tianwei Huang, Linfei Yin","Transfer learning accelerating complex parameters optimizations based on quantum-inspired parallel multi-layer Monte Carlo algorithm: Theory, application, implementation",2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622010316,,645,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109982,1568-4946,,134,,109982,109982,1,1,0,3,1,,,,,,,,,
1,"Yuxin Zhong, Hongjun Wang, Wenlu Yang, Luqing Wang, Tianrui Li",Multi-objective genetic model for co-clustering ensemble,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623000765,,646,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110058,1568-4946,,135,,110058,110058,1,1,0,5,1,,,,,,,,,
2,"Xingsi Xue, Pei-Wei Tsai, Junfeng Chen",Large-scale complex ontology matching through anchor-based semantic partitioning technique and confidence matrix based evolutionary algorithm,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622005993,,647,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109516,1568-4946,,128,,109516,109516,2,1,1,3,2,,,,,,,,,
5,"Yabing Zhu, Yanfeng Zhang, Huili Yang, Fangjing Wang",GANCoder: An Automatic Natural Language-to-Programming Language Translation Approach Based on GAN,2019,Natural Language Processing and Chinese Computing,Springer International Publishing,http://link.springer.com/content/pdf/10.1007/978-3-030-32236-6_48,,648,5/14/2024 20:15,book-chapter,10.1007/978-3-030-32236-6_48,0302-9743,,,,529,539,5,1,1,4,5,,,,,,,,,
2,"Leyao Wang, Yijie Ding, Junhai Xu, Wenhuan Lu, Jijun Tang, Fei Guo",Identification of DNA N4-methylcytosine sites via fuzzy model on self representation,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622002290,,649,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.108840,1568-4946,,122,,108840,108840,2,1,0,6,2,,,,,,,,,
1,"Akanksha Kapruwan, Sachin Sharma, Himanshu Rai Goyal",Natural Language Processing Techniques in Diagnostic Digital Cytopathology for Cervical Intraepithelial Neoplasia Detection,2023,2023 9th International Conference on Advanced Computing and Communication Systems (ICACCS),IEEE,http://xplorestaging.ieee.org/ielx7/10112659/10112660/10113060.pdf?arnumber=10113060,,650,5/14/2024 20:15,proceedings-article,10.1109/icaccs57279.2023.10113060,,,,,,,1,1,0,3,1,,,,,,,,,
1,"Kunlun Han, Tianwei Huang, Linfei Yin","Transfer learning accelerating complex parameters optimizations based on quantum-inspired parallel multi-layer Monte Carlo algorithm: Theory, application, implementation",2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622010316,,651,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109982,1568-4946,,134,,109982,109982,1,1,0,3,1,,,,,,,,,
1,"Shuzhi Gao, Leiyu Yang, Yimin Zhang",A multiobjective evolutionary algorithm using multi-ecological environment selection strategy,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623002508,,652,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110232,1568-4946,,141,,110232,110232,1,1,0,3,1,,,,,,,,,
1,"Chong Wu, Yiqun Jia, David Barnes",Criteria system construction for sustainable supplier selection: A product-category-oriented intelligent model,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849462300604X,,653,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110586,1568-4946,,145,,110586,110586,1,1,0,3,1,,,,,,,,,
2,"Aiping Gan, Li Guo",On differential lattices,2022,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-022-07101-z.pdf,,654,5/14/2024 20:15,journal-article,10.1007/s00500-022-07101-z,1432-7643,,26,15,7043,7058,2,1,1,2,2,,,,,,,,,
